id;name;area_id;area_name;salary_from;salary_to;salary_currency;url;employer_id;employer_name;snippet_requirement;snippet_responsibility;schedule_id;schedule_name;experience_id;experience_name
112315609;Системный администратор;1;Москва;;170000;RUR;https://api.hh.ru/vacancies/112315609?host=hh.ru;600568;ФГУП Охрана Росгвардии;...Exchange, OWA, Security Gateway, Proxmox, FTP (Windows, NAS), Jabber, MS <highlighttext>SQL</highlighttext>, VMWare ESXi, Hyper-V. - Приветствуется наличие сертификатов Microsoft, Cisco...;Администрирование FTP (Windows, NAS), Jabber. - Администрирование MS <highlighttext>SQL</highlighttext> кластер. - Мониторинг 10-Страйк Pro. - Взаимодействие с командой по информационной безопасности. - ;fullDay;Полный день;between1And3;От 1 года до 3 лет
112316621;Разработчик Bitrix;3;Екатеринбург;80000;;RUR;https://api.hh.ru/vacancies/112316621?host=hh.ru;975459;Неразрушающий контроль;Умение синхронизировать работу Битрикс 24 с 1С. Знание и опыт работы с <highlighttext>PHP</highlighttext>, MySQL, Битрикс24, HTML/CSS.;Разработка и доработка коробки Битрикс 24 согласно поставленным задачам. Написание API и внешних интеграций. Отлаживать и исправлять существующие ошибки, устранять...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112317692;Стажер контент менеджер;1;Москва;20000;50000;RUR;https://api.hh.ru/vacancies/112317692?host=hh.ru;5718567;Maryproject;Кандидата с наличием ноутбука/ПК и интернета. Желанием работать и обучаться, а также умением искать информацию.;Внимательно подходить к обучению и выполнению задач. Размещение текстов и изображений на сайтах клиентов. Создание и редактирование категорий интернет-магазина. ;remote;Удаленная работа;noExperience;Нет опыта
112318469;BackEnd Developer (Node.JS\Nest.JS \ Микросервисная архитектура);1;Москва;2500;5000;USD;https://api.hh.ru/vacancies/112318469?host=hh.ru;5072351;Immersive Lab;Структуры данных, принципы ООП и шаблоны проектирования в Node.js. Как писать чистый, поддерживаемый код, который помогает продуктам работать быстрее и...;Разрабатывать микросервисную архитектуру, используя TS и Node.js на Nest.js, <highlighttext>Go</highlighttext> или <highlighttext>Rust</highlighttext>. Работать с реляционными базами данных, в основном PostgreSQL...;remote;Удаленная работа;between3And6;От 3 до 6 лет
112318943;QA Engineer;5291;Лорино (Чукотский АО);125000;290000;RUR;https://api.hh.ru/vacancies/112318943?host=hh.ru;9025004;Хантфлоу интеграция УЗ2;Готовность к инновациям и постоянному профессиональному росту. Ответственность за итоговое качество продукта и готовность принимать решения. Желание развиваться до Fullstack...;Выполнять все виды тестирование: smoke, регресс, новая функциональность, повторное тестирование, участие в ПМИ\ПСИ и тестирование требований. Вести тестовую документацию...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112320385;Разработчик С#;1;Москва;;270000;RUR;https://api.hh.ru/vacancies/112320385?host=hh.ru;8997092;Дивергент;Опыт разработки на <highlighttext>языке</highlighttext> <highlighttext>c#</highlighttext> и фреймворк .NET 5-7. Опыт работы с СУБД PostgreSQL знание принципов SOLID и практическое...;Работа в аккредитованной IT-компании.;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112321759;Middle Python Developer;1;Москва;1000;1400;EUR;https://api.hh.ru/vacancies/112321759?host=hh.ru;9854481;AbeloHost B.V.;Опыт разработки на <highlighttext>Python</highlighttext> (от 2 лет). Знание <highlighttext>Python</highlighttext> 3.10+ и уверенное владение его функционалом. Опыт работы с...;Разработка и поддержка существующего кода на <highlighttext>Python</highlighttext>. Работа с монолитной и микросервисной архитектурой. Разработка и оптимизация <highlighttext>SQL</highlighttext>-запросов, а также...;remote;Удаленная работа;between3And6;От 3 до 6 лет
112322084;DevSecOps Engineer;1;Москва;400000;700000;RUR;https://api.hh.ru/vacancies/112322084?host=hh.ru;11282140;RecruitTech;Опыт триажа уязвимостей по следующим <highlighttext>языкам</highlighttext> программирования (хотя бы минимальный): <highlighttext>JavaScript</highlighttext>, <highlighttext>Go</highlighttext>, <highlighttext>Python</highlighttext>. Опыт создания и внедрения политик/правил для...;Сопровождение Жизненного Цикла разработки продуктов компании по вопросам ИБ: Участие в разработке архитектуры и создании платформы разработки безопасного ПО. ;fullDay;Полный день;between3And6;От 3 до 6 лет
112322470;Senior QA специалист - тестировщик;104;Челябинск;300000;;RUR;https://api.hh.ru/vacancies/112322470?host=hh.ru;9067012;Рэд;Практический опыт тестирования мобильных приложений на Flutter и веб-приложений на React, <highlighttext>TypeScript</highlighttext>, <highlighttext>JavaScript</highlighttext>. Опыт тестирования бэкенд разработок на <highlighttext>Java</highlighttext>. ;...Flutter и веб-приложений на React, <highlighttext>TypeScript</highlighttext> и <highlighttext>JavaScript</highlighttext>. Тестирование бэкенд компонентов, написанных на <highlighttext>Java</highlighttext>. Анализ требований к проекту, создание...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112322731;Системный администратор;54;Красноярск;110000;110000;RUR;https://api.hh.ru/vacancies/112322731?host=hh.ru;5368551;Дымов;Поддержка серверной инфраструктуры Microsoft (<highlighttext>SQL</highlighttext>, sharepoint, SCCM, TMG, кластеры, hyper-v, S4B, exchange). Опыт написания скриптов powershell/vbs. ;Настройка и обслуживание СКС. Обеспечение безопасного хранения данных и регулярное резервное копирование. Диагностика и решение аппаратных, программных, сетевых и системных...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112323098;Mobile QA Engineer;1;Москва;115000;130000;RUR;https://api.hh.ru/vacancies/112323098?host=hh.ru;6189;Bell Integrator;Большим плюсом будет: Опыт тестирования веб-приложений. Опыт работы с системой контроля версий Git. Знание <highlighttext>Java</highlighttext>/<highlighttext>Kotlin</highlighttext>. Опыт использования Espresso...;Анализ требований для построения тестовых сценариев и оценки ресурсоёмкости тестирования. Ведение тест-дизайна. Ручное тестирование создаваемых продуктов (API, веб- и...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112323583;Директор магазина;3;Екатеринбург;90000;120000;RUR;https://api.hh.ru/vacancies/112323583?host=hh.ru;785960;Хегель Шу Фэшн;Хорошие организаторские способности, умение работать в команде. Обладаете такими качествами, как ответственность, лидерство. Высшее образование. Знание кассовой отчетности. Английский <highlighttext>язык</highlighttext>...;Обеспечивать высокий уровень сервиса в салонах Хёгель, выполнение планов продаж, управлять основными экономическими показателями магазинов. Взаимодействовать по всем вопросам с...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112324950;Веб-дизайнер;22;Владивосток;40000;80000;RUR;https://api.hh.ru/vacancies/112324950?host=hh.ru;11012210;IT-Solutions;Понимание возможностей и ограничений HTML5, CSS3, <highlighttext>JS</highlighttext>. Портфолио (2-3 лучших работы на ваше усмотрение). Отличные знания Figma. ;Создания дизайн-макетов сайтов и мобильных приложений. Переработка и редизайн существующего дизайна. Описывать пользовательские сценарии. Взаимодействовать с разработчиками и тестировщиками...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112325265;Уборщица/уборщик в бар Руки вверх;4;Новосибирск;60000;;RUR;https://api.hh.ru/vacancies/112325265?host=hh.ru;610907;Федеральная сеть баров;Знание русского <highlighttext>языка</highlighttext>. Опыт работы уборщице /посудомойкой будет преимуществом. Отличные организационные навыки. Умение работать в режиме многозадачности. Умение работать в...;Уборка зала, барной стойки и туалетов. Мытье посуды и приборов. Соблюдение всех санитарных и гигиенических норм. Поддержание запасов чистых полотенец...;flexible;Гибкий график;noExperience;Нет опыта
112325803;Data Scientist / ML-инженер (Big Data) в Зеленограде;1;Москва;200000;250000;RUR;https://api.hh.ru/vacancies/112325803?host=hh.ru;1865528;Солнечный ветер;Базовые знания <highlighttext>C++</highlighttext>. Знакомство с OpenStack API. Уметь работать с данными в <highlighttext>SQL</highlighttext> и No <highlighttext>SQL</highlighttext>, напр. MongoDB, MS <highlighttext>SQL</highlighttext>...;"...результатов своей работы в """"боевые"""" системы, включая конвертацию сетей в TensorRT и ONNX, написание небольших фрагментов продуктового кода на <highlighttext>Python</highlighttext>.";flexible;Гибкий график;noExperience;Нет опыта
112326395;Swift IOS разработчик (senior -middle);1;Москва;250000;;RUR;https://api.hh.ru/vacancies/112326395?host=hh.ru;9710098;Куарми;Уверенное знание <highlighttext>Swift</highlighttext> (опыт от 3-х лет). Удачно реализованные приложения, размещенные в магазине. Понимание подходов к разработке Agile/Scrum. ;Разработка мобильного приложения, которым уже пользуются тысячи людей. Code review, рефакторинг и оптимизация кода. Участие в ретро, в планировании спринта. ;fullDay;Полный день;between3And6;От 3 до 6 лет
112327647;Инженер - программист C#;1;Москва;100000;;RUR;https://api.hh.ru/vacancies/112327647?host=hh.ru;734578;ФГБУ Федеральный центр тестирования;Законченное высшее образование не ниже бакалавра. Уверенное знание <highlighttext>C#</highlighttext>. Знание .Net Framework. Знание ADO.NET. Умение работать с системами контроля версий...;Поддержка и развитие существующего программного обеспечения. Участие в создании нового программного обеспечения.;fullDay;Полный день;between1And3;От 1 года до 3 лет
112327650;Инженер-программист Python;76;Ростов-на-Дону;80000;;RUR;https://api.hh.ru/vacancies/112327650?host=hh.ru;1170038;Роствертол;Высшее техническое образование. Уверенное знание <highlighttext>Python</highlighttext> и принципов ООП. Навыки работы с SOAP, REST API, FastAPI. Навыки работы с реляционными...;Проектирование и разработка программного обеспечения для внутренних целей компании (работа с БД, разработка клиентских и серверных приложений). Доработка действующего программного...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112328848;Middle Backend Developer (Python);2;Санкт-Петербург;2000;3000;USD;https://api.hh.ru/vacancies/112328848?host=hh.ru;3740808;Betting Software;Опыт коммерческой разработки на <highlighttext>Python</highlighttext> от 2 лет. Коммерческий опыт работы с асинхронными фреймворками. Умение анализировать <highlighttext>SQL</highlighttext>-запросы. ;Поддержание производительности, отказоустойчивости и бесперебойности работы проектов. Внедрение нового функционала и оптимизация кода. Разработка микросервисов. Написание API.;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112329703;Бариста OnePriceCoffee (м.Беляево, ТЦ Капитолий);1;Москва;55000;;RUR;https://api.hh.ru/vacancies/112329703?host=hh.ru;197566;Академия Максимус;Желание зарабатывать. Желание учиться чему-то новому. Активная жизненная позиция. Умение работать в команде. Любовь к кофе️.;Готовить самые вкусные кофейные напитки. Консультировать наших гостей. Соблюдать стандарты обслуживания. Работать с кассой. Продавать вкусняшки. Соблюдать чистоту в кофейне.;fullDay;Полный день;noExperience;Нет опыта
112331467;Chief Executive Officer (CEO);1;Москва;;6000;USD;https://api.hh.ru/vacancies/112331467?host=hh.ru;140095;President Service Consult;Опыт работы в индустрии iGaming – большое преимущество. Рассматриваем кандидатов <highlighttext>c</highlighttext> опытом на позициях: CEO, COO и похожих. - У вас есть...;Разработать и реализовать стратегию развития продукта. - Управлять операционной деятельностью компании, включая маркетинг, финансы, техническую поддержку, управление продуктами и affiliate направлением. - ;fullDay;Полный день;between1And3;От 1 года до 3 лет
112332617;Инженер АСУТП;99;Уфа;120000;180000;RUR;https://api.hh.ru/vacancies/112332617?host=hh.ru;629338;Научно-исследовательский институт транспорта нефти и нефтепродуктов Транснефть;Data Scientist уровня junior (знания реляционных БД, <highlighttext>Python</highlighttext> в части анализа и обработки данных, знания математики: графы, множества, комбинаторика). <highlighttext>SQL</highlighttext>...;Внедрение систем автоматизации: настройка, конфигурирование, проведение испытаний, техническое обучение специалистов Заказчика, запуск в промышленную эксплуатацию. Поиск и наполнение объектов справочной...;fullDay;Полный день;between3And6;От 3 до 6 лет
112334136;Frontend-разработчик;66;Нижний Новгород;120000;150000;RUR;https://api.hh.ru/vacancies/112334136?host=hh.ru;10885048;КОДЕКС-ИТ;Опыт работы с <highlighttext>TypeScript</highlighttext> и React. Знание Next.js для серверного рендеринга. Опыт работы с Redux, включая Redux-Thunk и Redux...;Разработка и поддержка пользовательских интерфейсов веб-приложений. Оптимизация производительности фронтенд-части. Взаимодействие с UX/UI дизайнерами для улучшения пользовательского опыта. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
112335024;Системный аналитик (Бизнес-аналитик);2;Санкт-Петербург;100000;140000;RUR;https://api.hh.ru/vacancies/112335024?host=hh.ru;3520763;SPIKS;Будет плюсом: Высшее техническое образование. Опыт работы по специальности. Владение английским <highlighttext>языком</highlighttext>. Понимание протоколов REST/SOAP/GraphQL (желательно). ;Анализ, декомпозиция и документирование бизнес-требований. На основе бизнес-требований создавать сценарии и описывать правила функционирования и логику системы. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
112335400;Программист Python (Junior);99;Уфа;60000;80000;RUR;https://api.hh.ru/vacancies/112335400?host=hh.ru;668351;Уфанет;Знание <highlighttext>Python</highlighttext>, понимание ООП. Знание основных шаблонов проектирования, алгоритмов и структур данных. Знание <highlighttext>SQL</highlighttext> и практический опыт работы с реляционными...;Разрабатывать новые и улучшать текущие разработки компании (Умный Домофон, Видеонаблюдение, Личный кабинет). Разрабатывать клиентские и внутренние сервисы. Разбираться в чужом...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112335934;Python-разработчик (Junior +);99;Уфа;80000;100000;RUR;https://api.hh.ru/vacancies/112335934?host=hh.ru;668351;Уфанет;Стек: <highlighttext>Python</highlighttext>, FastApi, Docker, Gitlab CI, Redis, MySql, AsyncIO. Будет преимуществом: многопоточность и мультипроцессинг в <highlighttext>Python</highlighttext>, K8s, RabbitMQ...;Развитием и поддержкой существующих информационных систем. Проектированием и написанием новых сервисов. Взаимодействием с аналитиками, проект-менеджерами, бизнес-заказчиками и другими...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112337470;Vue js фронтенд-разработчик;1;Москва;100000;150000;RUR;https://api.hh.ru/vacancies/112337470?host=hh.ru;2473411;Фрукторум;Vue <highlighttext>js</highlighttext>, Nuxt.js, <highlighttext>js</highlighttext>, SCSS, SPA, git, адаптивная вёрстка. Плюсом будет опыт с SEO-оптимизацией вебсайтов. Выполнение предложенного тестового задания.;Разработка фронта на Vue <highlighttext>js</highlighttext> для больших и малых проектов. Исправление ошибок и код-ревью. Работа в распределённой команде из...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112337664;Product Manager (ASO);1;Москва;100000;;RUR;https://api.hh.ru/vacancies/112337664?host=hh.ru;10567988;Aezakmi Group;Будет плюсом: - Опыт разработки мобильных приложений (например, <highlighttext>Swift</highlighttext>, <highlighttext>Java</highlighttext>). - Опыт работы с дизайном и креативными активами (например, дизайн иконок, создание...;Разработка, проведение и анализ A/B-тестов для повышения конверсии, удержания пользователей и улучшения общего пользовательского опыта. - Проведение конкурентного анализа...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112337785;Junior frontend разработчик;2;Санкт-Петербург;60000;;RUR;https://api.hh.ru/vacancies/112337785?host=hh.ru;1019812;Новые Технологии;уверенное знание HTML5 + CSS3 + <highlighttext>JS</highlighttext> (адаптивная, кроссбраузерная вёрстка). - умение работать с системой контроля версий git. - ;Участие в разработке и развитии рекламной платформы.;flexible;Гибкий график;between1And3;От 1 года до 3 лет
112338135;Менеджер по продажам;2;Санкт-Петербург;200000;;RUR;https://api.hh.ru/vacancies/112338135?host=hh.ru;2743483;53 МАСТЕРА;Умение и желание продавать и работать. Ваш опыт работы в продажах B2С не менее 1 года. ;"Продавать услуги по монтажу инженерных сетей (отопление, водоснабжение, электрика) """"теплой"""" базе клиентов (входящие звонки, заявки с наших интернет-ресурсов / повторные...";fullDay;Полный день;between1And3;От 1 года до 3 лет
112338300;Software Engineer Blockchain;1;Москва;7000;7000;USD;https://api.hh.ru/vacancies/112338300?host=hh.ru;11428278;Veretin Solutions Global;Strong proficiency in programming <highlighttext>languages</highlighttext>, especially in <highlighttext>Rust</highlighttext>, Solidity, <highlighttext>TypeScript</highlighttext> and <highlighttext>JavaScript</highlighttext>. Knowledge of <highlighttext>Python</highlighttext> is optional. Significant experience with...;Core Module Development. Develop and optimize core modules of our software applications. Write clean, maintainable, and efficient code. ;remote;Удаленная работа;between3And6;От 3 до 6 лет
112339573;Системный администратор;2;Санкт-Петербург;121000;;RUR;https://api.hh.ru/vacancies/112339573?host=hh.ru;975052;Завод Красный Выборжец;Windows Server 2003-2016. Linux (базовые знания). Виртуальные сервера. <highlighttext>SQL</highlighttext>. Postfix. Сетевое оборудование D-Link, Mikrotik. Понимание работы аналоговой телефонной...;Администрирование и обслуживание серверов на Windows server 2003-2016. Администрирование и обслуживание серверов на платформе Linux. Администрирование и обслуживание ПК...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112340681;Менеджер по работе с клиентами;1;Москва;100000;100000;RUR;https://api.hh.ru/vacancies/112340681?host=hh.ru;204249;ВЕНДЭКС, Группа компаний;...1-го года в сегменте B2B/B2<highlighttext>C</highlighttext>. Знание и успешное применение разных техник продаж, умение работать...;"Работа с теплой базой контактов. Установление и поддержание долгосрочных отношений с клиентами. Связь со """"спящими"""" клиентами/отвалившимися из нашей базы...";fullDay;Полный день;noExperience;Нет опыта
112342362;Секретарь;2;Санкт-Петербург;85000;;RUR;https://api.hh.ru/vacancies/112342362?host=hh.ru;4712563;4М-ГРУПП;Высшее образование. Свободное владение английским <highlighttext>языком</highlighttext> (B2, <highlighttext>C</highlighttext>1). Грамотная письменная и устная речь. Знание стандартов ведения деловой переписки. ;Прием и распределение входящих телефонных звонков. Встреча гостей. Работа с офисной техникой. Прием и обработка входящей документации. Регистрация и отправка...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112343171;Системный аналитик (Финтех) / System Analyst;1;Москва;;400000;RUR;https://api.hh.ru/vacancies/112343171?host=hh.ru;3203124;Sibdev;Понимание принципов интеграции систем (SOAP, REST, MQ). Знание нотаций UML, BPMN или других. Знание и опыт работы с <highlighttext>SQL</highlighttext>. ;Сбор, анализ, формирование и согласование требований. Участие в формировании и поддержании общего информационного пространства подразделения в Confluence. Помощь команде на...;remote;Удаленная работа;between3And6;От 3 до 6 лет
112344023;Junior Golang-разработчик;1;Москва;100000;160000;RUR;https://api.hh.ru/vacancies/112344023?host=hh.ru;11282140;RecruitTech;Уверенное понимание базовых структур данных и алгоритмов. Опыт коммерческой разработки на <highlighttext>Go</highlighttext> от 1 года. Желание расти и развиваться в...;Проектировать архитектуру проекта/микросервисов. Интегрировать внутренние сервисы с внешними системами. Писать оптимальный код, в совокупности с чистой архитектурой. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
112344198;Android Разработчик;76;Ростов-на-Дону;80000;;RUR;https://api.hh.ru/vacancies/112344198?host=hh.ru;6164545;ФОДЖИН;Есть коммерческий опыт работки Android-приложений от 6 месяцев. Владеешь знаниями <highlighttext>Java</highlighttext>/<highlighttext>Kotlin</highlighttext>, Android SDK, Dagger2, Coroutines, Retrofit, Room. ;Участие в разработке приложений на <highlighttext>Java</highlighttext>/<highlighttext>Kotlin</highlighttext>. Отладку и исправление ошибок. Взаимодействие с командой разработки. Соблюдение best практик.;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112345188;Product owner;1;Москва;350000;;RUR;https://api.hh.ru/vacancies/112345188?host=hh.ru;836549;Похалуева Злата Минижановна;Имеете уровень знания английского <highlighttext>языка</highlighttext> -В2 (<highlighttext>C</highlighttext>1 желательно). Международный опыт: работа на разных рынках, взаимодействие с контрагентами, партнёрами...;Осуществлять запуск продукта совместно с коммерческим отделом. Определять дорожную карту продукта и доводить цели и задачи до команды разработчиков. ;remote;Удаленная работа;between3And6;От 3 до 6 лет
112345549;Системный администратор;1;Москва;220000;;RUR;https://api.hh.ru/vacancies/112345549?host=hh.ru;5168753;Мангазея Технолоджи;Понимание принципа работы SIP-телефонии. Умение настроить сетевое оборудование Cisco, Mikrotik, Huawei «с нуля» будет плюсом. Знание MS <highlighttext>SQL</highlighttext> сервера...;Настройка и поддержка сетевого оборудования Fortigate, Extreme, Cisco, Mikrotik, Huawei. Настройка и поддержка серверного оборудования HPE, Dell, Supermicro. ;remote;Удаленная работа;between3And6;От 3 до 6 лет
112345901;Специалист IT-отдела в офис (E-commerce, маркетплейсы);69;Орел;100000;150000;RUR;https://api.hh.ru/vacancies/112345901?host=hh.ru;10497238;Микка Елена Григорьевна;Понимание принципов построения сетей и организации совместного доступа к данным. Знание <highlighttext>SQL</highlighttext>, Bitrix24, Windows Server 2019. Базовые знания в...;Проведение регулярных совещаний команды. Оптимизация IT-инфраструктуры компании. Подготовка еженедельной финансовой отчетности. Работа с программами <highlighttext>SQL</highlighttext>, Bitrix24, Windows Server...;fullDay;Полный день;between3And6;От 3 до 6 лет
112345947;Vue разработчик;1;Москва;200000;;RUR;https://api.hh.ru/vacancies/112345947?host=hh.ru;2644166;Мэйджор Терминал;Vite/Webpack: настройка, оптимизация. <highlighttext>TypeScript</highlighttext>: статическая типизация, дженерики. <highlighttext>JavaScript</highlighttext>: глубокое понимание <highlighttext>языка</highlighttext>, работа с асинхронностью, замыканиями, контекстом. HTML, SCSS: понимание...;Участием в командной работе по созданию новых веб-продуктов. Версткой интерфейсов системы управления складом с нуля по макетам из Figma. ;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112346040;Младший руководитель проектов;1;Москва;;100000;RUR;https://api.hh.ru/vacancies/112346040?host=hh.ru;4609724;Doczilla;Знание основ ООП (<highlighttext>JavaScript</highlighttext>, <highlighttext>Python</highlighttext>) будет преимуществом. Умеешь доступно объяснять технические моменты и готов разбираться в деталях продукта. ;Вести проекты по внедрению Doczilla Pro в бизнес-процессы клиентов совместно со старшими руководителями проектов. Участвовать в онбординге клиентов на...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112346733;Junior QA Manual Engineer (Backend);2;Санкт-Петербург;70000;100000;RUR;https://api.hh.ru/vacancies/112346733?host=hh.ru;10025564;Петрович-Тех;Опыт тестирования бэкенда (микросервисы, базы данных, брокеры сообщений). - Знание теории тестирования (обязательно). - Знание <highlighttext>SQL</highlighttext> на уровне select, join. - ;Анализ требований к продукту. — Тестирование сервисов (REST, SOAP). — Проектирование, разработка и поддержка тестовой документации (тест-кейсы, чек-листы, тест-планы). — ;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112347757;TeamLead FrontEnd -> СТО;66;Нижний Новгород;250000;350000;RUR;https://api.hh.ru/vacancies/112347757?host=hh.ru;1664509;Облачные технологии;Опыт работы в frontend от 5 лет. Знание и опыт работы <highlighttext>TypeScript</highlighttext>, <highlighttext>JavaScript</highlighttext>, OOP. Навыки кросс ревью, знание, понимание Архитектурных...;Участие в проектировании/проектирование архитектуры frontend-систем. Наличие опыта проведения кросс-ревью. Умение выбрать и обосновать выбор технологий, стек технологий...;remote;Удаленная работа;between3And6;От 3 до 6 лет
112347786;Тестировщик QA;1;Москва;100000;;RUR;https://api.hh.ru/vacancies/112347786?host=hh.ru;10772647;Сайбертех;Опыт работы в области тестирования программного обеспечения от 1 года. Знание <highlighttext>SQL</highlighttext> для выполнения базовых запросов к базам данных. ;Планирование, разработка и выполнение тестовых сценариев для обеспечения качества программного обеспечения. Идентификация, документирование и отслеживание дефектов в программном обеспечении с...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112347859;Тестировщик ПО \ QA Engineer (middle);61;Йошкар-Ола;100000;120000;RUR;https://api.hh.ru/vacancies/112347859?host=hh.ru;10273048;ПРОВИЖН;Будет плюсом: Высшее техническое образование. Базовые знания <highlighttext>SQL</highlighttext>. Базовые знания Git. Опыт нагрузочного тестирования. Опыт настройки CI/CD. ;Выстраивать процесс тестирования в проекте. Тестировать требования задачи на этапе ее постановки. Проводить review макетов, сделанных дизайнером. Вести тестовую документацию...;fullDay;Полный день;between1And3;От 1 года до 3 лет
112348323;Junior backend-разработчик;77;Рязань;35000;;RUR;https://api.hh.ru/vacancies/112348323?host=hh.ru;3207989;enKod;Опыт работы с <highlighttext>Go</highlighttext>. Пройденный GoTour. Работа с git. Примеры проектов. Опыт создания HTTP-сервисов.;Создавать веб-сервисы, автоматизирующие маркетинг. Работать с высоконагруженными приложениями. Разрабатывать на <highlighttext>Go</highlighttext>, работать с <highlighttext>SQL</highlighttext> и NoSQL базами данных.;fullDay;Полный день;noExperience;Нет опыта
112348939;Bitrix-разработчик;1;Москва;150000;250000;RUR;https://api.hh.ru/vacancies/112348939?host=hh.ru;9588971;РУССМАРКЕТ;Наличие сертификата разработчика «1С-Битрикс» (Важный пункт - наличие сертификата обязательно). - Умеете работать с внешними сервисами через API.;РУССМАРКЕТ - мы маркетинговая компания , в спектр наших услуг входит разработка сайтов и веб-приложений, настройка контекстной и таргетированной рекламы, разработка...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112348941;HTML-верстальщик;2;Санкт-Петербург;60000;70000;RUR;https://api.hh.ru/vacancies/112348941?host=hh.ru;9120183;North Union;Уверенное знание HTML, CSS. Базовые знания <highlighttext>PHP</highlighttext>, jQuery, <highlighttext>Java</highlighttext> <highlighttext>Script</highlighttext>. Адаптивная, валидная и кроссбраузерная верстка. Умение скачивать уже готовые сайты...;Стягивание» одностраничников и дальнейшая их интеграция. Доработка и создание одностраничных сайтов. Интеграция с партнерскими программами (CPA сетями). Интеграция сайтов с...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112349360;Младший разработчик JavaScript и TypeScript / Junior Developer;1;Москва;;65000;RUR;https://api.hh.ru/vacancies/112349360?host=hh.ru;11205135;Шейх Якуб Нисар;Быть в курсе последних отраслевых тенденций в киберспорте и технологий. Требования: - Базовое понимание <highlighttext>JavaScript</highlighttext> и <highlighttext>TypeScript</highlighttext>. - Умение работы с graphql. - ;Написание чистого, удобного и эффективного кода с использованием <highlighttext>JavaScript</highlighttext> и <highlighttext>TypeScript</highlighttext>. - Устранение неполадок и решение проблем для обеспечения оптимальной производительности.;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112351141;Веб-дизайнер;78;Самара;30000;;RUR;https://api.hh.ru/vacancies/112351141?host=hh.ru;1358586;Кибер-Технологии;Навыки разработки креативных материалов для Яндекс.Директ, Avito и VK. - Знание HTML, CSS, <highlighttext>JavaScript</highlighttext>. - Креативное мышление и умение воплощать идеи в...;Создание качественных и стильных веб-сайтов с использованием конструкторов LPmotor и Tilda. - Разработка креативных материалов, включая инфографику, баннеры и другие...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112351285;Java Backend Developer Middle (embedded - системы);2;Санкт-Петербург;240000;280000;RUR;https://api.hh.ru/vacancies/112351285?host=hh.ru;2995618;Зарядные станции Яблочков;Опыт в коммерческой разработке 3+ года. Уверенное знание <highlighttext>Java</highlighttext> 8/11/17. Опыт разработки с фреймворком Spring. ;Проектирование и реализация backend-сервисов на <highlighttext>Java</highlighttext>. Code review, анализ и оптимизация кода. Поддержка существующих систем в production.;remote;Удаленная работа;between1And3;От 1 года до 3 лет
112351485;Бариста OnePriceCoffee (м.Таганская, ТЦ Звездочка);1;Москва;50000;60000;RUR;https://api.hh.ru/vacancies/112351485?host=hh.ru;197566;Академия Максимус;Желание зарабатывать. Желание учиться чему-то новому. Активная жизненная позиция. Умение работать в команде. Любовь к кофе️.;Готовить самые вкусные кофейные напитки. Консультировать наших гостей. Соблюдать стандарты обслуживания. Работать с кассой. Продавать вкусняшки. Соблюдать чистоту в кофейне.;fullDay;Полный день;noExperience;Нет опыта
112351568;Тестировщик ПО;52;Кострома;45000;;RUR;https://api.hh.ru/vacancies/112351568?host=hh.ru;4484134;Девелоника;Понимание принципов работы реляционных СУБД‚ знание <highlighttext>языка</highlighttext> <highlighttext>SQL</highlighttext> на уровне написания стандартных запросов. Знание принципов работы с API , знание инструментов...;Разработка документации по тестированию. Проведение ручного тестирования с фиксированием результатов‚ регистрацией и контролем исправления дефектов. Работа с БД. ;fullDay;Полный день;noExperience;Нет опыта
