id;language_id;language_name;date;trend_value
90;2;Java;18.08.2024;280
91;2;Java;25.08.2024;300
92;2;Java;01.09.2024;290
93;2;Java;08.09.2024;300
94;2;Java;15.09.2024;290
95;2;Java;22.09.2024;280
96;2;Java;29.09.2024;300
97;2;Java;06.10.2024;290
98;2;Java;13.10.2024;300
99;2;Java;20.10.2024;320
100;2;Java;27.10.2024;290
101;2;Java;03.11.2024;290
102;2;Java;10.11.2024;290
103;2;Java;17.11.2024;280
104;2;Java;24.11.2024;300
105;2;Java;01.12.2024;310
106;2;Java;08.12.2024;320
107;3;JavaScript;10.12.2023;380
108;3;JavaScript;17.12.2023;390
109;3;JavaScript;24.12.2023;320
110;3;JavaScript;31.12.2023;210
111;3;JavaScript;07.01.2024;350
112;3;JavaScript;14.01.2024;410
113;3;JavaScript;21.01.2024;410
114;3;JavaScript;28.01.2024;470
115;3;JavaScript;04.02.2024;480
116;3;JavaScript;11.02.2024;440
117;3;JavaScript;18.02.2024;390
118;3;JavaScript;25.02.2024;460
119;3;JavaScript;03.03.2024;380
120;3;JavaScript;10.03.2024;420
121;3;JavaScript;17.03.2024;400
122;3;JavaScript;24.03.2024;450
123;3;JavaScript;31.03.2024;420
124;3;JavaScript;07.04.2024;430
125;3;JavaScript;14.04.2024;430
126;3;JavaScript;21.04.2024;430
127;3;JavaScript;28.04.2024;310
128;3;JavaScript;05.05.2024;330
129;3;JavaScript;12.05.2024;380
130;3;JavaScript;19.05.2024;400
131;3;JavaScript;26.05.2024;400
132;3;JavaScript;02.06.2024;370
133;3;JavaScript;09.06.2024;340
134;3;JavaScript;16.06.2024;370
135;3;JavaScript;23.06.2024;360
136;3;JavaScript;30.06.2024;370
137;3;JavaScript;07.07.2024;350
138;3;JavaScript;14.07.2024;350
139;3;JavaScript;21.07.2024;390
140;3;JavaScript;28.07.2024;370
141;3;JavaScript;04.08.2024;330
142;3;JavaScript;11.08.2024;360
143;3;JavaScript;18.08.2024;330
144;3;JavaScript;25.08.2024;350
145;3;JavaScript;01.09.2024;350
146;3;JavaScript;08.09.2024;330
147;3;JavaScript;15.09.2024;330
148;3;JavaScript;22.09.2024;340
149;3;JavaScript;29.09.2024;350
150;3;JavaScript;06.10.2024;360
151;3;JavaScript;13.10.2024;330
152;3;JavaScript;20.10.2024;340
153;3;JavaScript;27.10.2024;360
154;3;JavaScript;03.11.2024;310
155;3;JavaScript;10.11.2024;340
156;3;JavaScript;17.11.2024;350
157;3;JavaScript;24.11.2024;350
158;3;JavaScript;01.12.2024;370
159;3;JavaScript;08.12.2024;370
160;4;C++;10.12.2023;230
161;4;C++;17.12.2023;210
162;4;C++;24.12.2023;210
163;4;C++;31.12.2023;140
164;4;C++;07.01.2024;190
165;4;C++;14.01.2024;220
166;4;C++;21.01.2024;210
167;4;C++;28.01.2024;210
168;4;C++;04.02.2024;240
169;4;C++;11.02.2024;240
170;4;C++;18.02.2024;220
171;4;C++;25.02.2024;240
172;4;C++;03.03.2024;240
173;4;C++;10.03.2024;240
174;4;C++;17.03.2024;230
175;4;C++;24.03.2024;240
176;4;C++;31.03.2024;240
177;4;C++;07.04.2024;220
178;4;C++;14.04.2024;230
179;4;C++;21.04.2024;220
180;4;C++;28.04.2024;210
181;4;C++;05.05.2024;210
182;4;C++;12.05.2024;220
183;4;C++;19.05.2024;220
184;4;C++;26.05.2024;200
185;4;C++;02.06.2024;220
186;4;C++;09.06.2024;200
187;4;C++;16.06.2024;190
188;4;C++;23.06.2024;200
189;4;C++;30.06.2024;180
190;4;C++;07.07.2024;170
191;4;C++;14.07.2024;180
192;4;C++;21.07.2024;170
193;4;C++;28.07.2024;170
194;4;C++;04.08.2024;160
195;4;C++;11.08.2024;160
196;4;C++;18.08.2024;160
197;4;C++;25.08.2024;170
198;4;C++;01.09.2024;210
199;4;C++;08.09.2024;240
200;4;C++;15.09.2024;250
201;4;C++;22.09.2024;250
202;4;C++;29.09.2024;260
203;4;C++;06.10.2024;250
204;4;C++;13.10.2024;230
205;4;C++;20.10.2024;240
206;4;C++;27.10.2024;240
207;4;C++;03.11.2024;220
208;4;C++;10.11.2024;240
209;4;C++;17.11.2024;220
210;4;C++;24.11.2024;260
211;4;C++;01.12.2024;240
212;4;C++;08.12.2024;250
213;5;C#;10.12.2023;210
214;5;C#;17.12.2023;210
215;5;C#;24.12.2023;180
216;5;C#;31.12.2023;90
217;5;C#;07.01.2024;180
218;5;C#;14.01.2024;220
219;5;C#;21.01.2024;200
220;5;C#;28.01.2024;220
221;5;C#;04.02.2024;230
222;5;C#;11.02.2024;230
223;5;C#;18.02.2024;230
224;5;C#;25.02.2024;240
225;5;C#;03.03.2024;200
226;5;C#;10.03.2024;210
227;5;C#;17.03.2024;210
228;5;C#;24.03.2024;220
229;5;C#;31.03.2024;230
230;5;C#;07.04.2024;210
231;5;C#;14.04.2024;230
232;5;C#;21.04.2024;230
233;5;C#;28.04.2024;160
234;5;C#;05.05.2024;190
235;5;C#;12.05.2024;210
236;5;C#;19.05.2024;210
237;5;C#;26.05.2024;210
238;5;C#;02.06.2024;200
239;5;C#;09.06.2024;200
240;5;C#;16.06.2024;190
241;5;C#;23.06.2024;200
242;5;C#;30.06.2024;190
243;5;C#;07.07.2024;190
244;5;C#;14.07.2024;180
245;5;C#;21.07.2024;180
246;5;C#;28.07.2024;180
247;5;C#;04.08.2024;160
248;5;C#;11.08.2024;170
249;5;C#;18.08.2024;160
250;5;C#;25.08.2024;170
251;5;C#;01.09.2024;190
252;5;C#;08.09.2024;190
253;5;C#;15.09.2024;230
254;5;C#;22.09.2024;200
255;5;C#;29.09.2024;170
256;5;C#;06.10.2024;200
257;5;C#;13.10.2024;180
258;5;C#;20.10.2024;200
259;5;C#;27.10.2024;210
260;5;C#;03.11.2024;180
261;5;C#;10.11.2024;200
262;5;C#;17.11.2024;210
263;5;C#;24.11.2024;200
264;5;C#;01.12.2024;210
265;5;C#;08.12.2024;210
266;6;TypeScript;10.12.2023;50
267;6;TypeScript;17.12.2023;50
268;6;TypeScript;24.12.2023;50
269;6;TypeScript;31.12.2023;20
270;6;TypeScript;07.01.2024;40
271;6;TypeScript;14.01.2024;50
272;6;TypeScript;21.01.2024;50
273;6;TypeScript;28.01.2024;60
274;6;TypeScript;04.02.2024;70
275;6;TypeScript;11.02.2024;60
276;6;TypeScript;18.02.2024;60
277;6;TypeScript;25.02.2024;70
278;6;TypeScript;03.03.2024;60
279;6;TypeScript;10.03.2024;60
280;6;TypeScript;17.03.2024;60
281;6;TypeScript;24.03.2024;60
282;6;TypeScript;31.03.2024;60
283;6;TypeScript;07.04.2024;60
284;6;TypeScript;14.04.2024;60
285;6;TypeScript;21.04.2024;60
286;6;TypeScript;28.04.2024;50
287;6;TypeScript;05.05.2024;50
288;6;TypeScript;12.05.2024;60
289;6;TypeScript;19.05.2024;60
290;6;TypeScript;26.05.2024;60
291;6;TypeScript;02.06.2024;60
292;6;TypeScript;09.06.2024;50
293;6;TypeScript;16.06.2024;60
294;6;TypeScript;23.06.2024;60
295;6;TypeScript;30.06.2024;60
296;6;TypeScript;07.07.2024;60
297;6;TypeScript;14.07.2024;60
298;6;TypeScript;21.07.2024;60
299;6;TypeScript;28.07.2024;60
300;6;TypeScript;04.08.2024;60
301;6;TypeScript;11.08.2024;60
302;6;TypeScript;18.08.2024;60
303;6;TypeScript;25.08.2024;60
304;6;TypeScript;01.09.2024;60
305;6;TypeScript;08.09.2024;50
306;6;TypeScript;15.09.2024;50
307;6;TypeScript;22.09.2024;50
308;6;TypeScript;29.09.2024;50
309;6;TypeScript;06.10.2024;60
310;6;TypeScript;13.10.2024;50
311;6;TypeScript;20.10.2024;50
312;6;TypeScript;27.10.2024;60
313;6;TypeScript;03.11.2024;50
314;6;TypeScript;10.11.2024;50
315;6;TypeScript;17.11.2024;50
316;6;TypeScript;24.11.2024;50
317;6;TypeScript;01.12.2024;50
318;6;TypeScript;08.12.2024;60
319;7;C;10.12.2023;120
320;7;C;17.12.2023;130
321;7;C;24.12.2023;100
322;7;C;31.12.2023;60
323;7;C;07.01.2024;90
324;7;C;14.01.2024;100
325;7;C;21.01.2024;110
326;7;C;28.01.2024;120
327;7;C;04.02.2024;130
328;7;C;11.02.2024;130
329;7;C;18.02.2024;110
330;7;C;25.02.2024;120
331;7;C;03.03.2024;110
332;7;C;10.03.2024;120
333;7;C;17.03.2024;120
334;7;C;24.03.2024;110
335;7;C;31.03.2024;110
336;7;C;07.04.2024;110
337;7;C;14.04.2024;110
338;7;C;21.04.2024;110
339;7;C;28.04.2024;100
340;7;C;05.05.2024;90
341;7;C;12.05.2024;110
342;7;C;19.05.2024;110
343;7;C;26.05.2024;100
344;7;C;02.06.2024;90
345;7;C;09.06.2024;90
346;7;C;16.06.2024;90
347;7;C;23.06.2024;80
348;7;C;30.06.2024;70
349;7;C;07.07.2024;80
350;7;C;14.07.2024;80
351;7;C;21.07.2024;80
352;7;C;28.07.2024;90
353;7;C;04.08.2024;80
354;7;C;11.08.2024;80
355;7;C;18.08.2024;80
356;7;C;25.08.2024;90
357;7;C;01.09.2024;110
358;7;C;08.09.2024;120
359;7;C;15.09.2024;130
360;7;C;22.09.2024;140
361;7;C;29.09.2024;160
362;7;C;06.10.2024;150
363;7;C;13.10.2024;140
364;7;C;20.10.2024;130
365;7;C;27.10.2024;120
366;7;C;03.11.2024;110
367;7;C;10.11.2024;130
368;7;C;17.11.2024;140
369;7;C;24.11.2024;120
370;7;C;01.12.2024;130
371;7;C;08.12.2024;150
372;8;Go;10.12.2023;110
373;8;Go;17.12.2023;110
374;8;Go;24.12.2023;110
375;8;Go;31.12.2023;60
376;8;Go;07.01.2024;100
377;8;Go;14.01.2024;110
378;8;Go;21.01.2024;120
379;8;Go;28.01.2024;130
380;8;Go;04.02.2024;140
381;8;Go;11.02.2024;140
382;8;Go;18.02.2024;120
383;8;Go;25.02.2024;140
384;8;Go;03.03.2024;140
385;8;Go;10.03.2024;140
386;8;Go;17.03.2024;140
387;8;Go;24.03.2024;140
388;8;Go;31.03.2024;140
389;8;Go;07.04.2024;140
390;8;Go;14.04.2024;150
391;8;Go;21.04.2024;140
392;8;Go;28.04.2024;120
393;8;Go;05.05.2024;120
394;8;Go;12.05.2024;130
395;8;Go;19.05.2024;130
396;8;Go;26.05.2024;140
397;8;Go;02.06.2024;130
398;8;Go;09.06.2024;130
399;8;Go;16.06.2024;130
400;8;Go;23.06.2024;130
401;8;Go;30.06.2024;150
402;8;Go;07.07.2024;150
403;8;Go;14.07.2024;140
404;8;Go;21.07.2024;140
405;8;Go;28.07.2024;150
406;8;Go;04.08.2024;140
407;8;Go;11.08.2024;140
408;8;Go;18.08.2024;130
409;8;Go;25.08.2024;140
410;8;Go;01.09.2024;150
411;8;Go;08.09.2024;130
412;8;Go;15.09.2024;130
413;8;Go;22.09.2024;140
414;8;Go;29.09.2024;140
415;8;Go;06.10.2024;130
416;8;Go;13.10.2024;130
417;8;Go;20.10.2024;130
418;8;Go;27.10.2024;150
419;8;Go;03.11.2024;120
420;8;Go;10.11.2024;130
421;8;Go;17.11.2024;130
422;8;Go;24.11.2024;130
423;8;Go;01.12.2024;140
424;8;Go;08.12.2024;140
425;9;PHP;10.12.2023;160
426;9;PHP;17.12.2023;170
427;9;PHP;24.12.2023;150
428;9;PHP;31.12.2023;80
429;9;PHP;07.01.2024;150
430;9;PHP;14.01.2024;170
431;9;PHP;21.01.2024;180
432;9;PHP;28.01.2024;190
433;9;PHP;04.02.2024;190
434;9;PHP;11.02.2024;200
435;9;PHP;18.02.2024;180
436;9;PHP;25.02.2024;180
437;9;PHP;03.03.2024;160
438;9;PHP;10.03.2024;180
439;9;PHP;17.03.2024;190
440;9;PHP;24.03.2024;190
441;9;PHP;31.03.2024;180
442;9;PHP;07.04.2024;180
443;9;PHP;14.04.2024;190
444;9;PHP;21.04.2024;180
445;9;PHP;28.04.2024;120
446;9;PHP;05.05.2024;150
447;9;PHP;12.05.2024;180
448;9;PHP;19.05.2024;180
449;9;PHP;26.05.2024;180
450;9;PHP;02.06.2024;170
451;9;PHP;09.06.2024;160
452;9;PHP;16.06.2024;170
453;9;PHP;23.06.2024;170
454;9;PHP;30.06.2024;160
455;9;PHP;07.07.2024;160
456;9;PHP;14.07.2024;160
457;9;PHP;21.07.2024;160
458;9;PHP;28.07.2024;170
459;9;PHP;04.08.2024;160
460;9;PHP;11.08.2024;160
461;9;PHP;18.08.2024;150
462;9;PHP;25.08.2024;170
463;9;PHP;01.09.2024;160
464;9;PHP;08.09.2024;150
465;9;PHP;15.09.2024;160
466;9;PHP;22.09.2024;160
467;9;PHP;29.09.2024;170
468;9;PHP;06.10.2024;150
469;9;PHP;13.10.2024;150
470;9;PHP;20.10.2024;160
471;9;PHP;27.10.2024;180
472;9;PHP;03.11.2024;140
473;9;PHP;10.11.2024;160
474;9;PHP;17.11.2024;160
475;9;PHP;24.11.2024;160
476;9;PHP;01.12.2024;170
477;9;PHP;08.12.2024;170
478;10;Swift;10.12.2023;28
479;10;Swift;17.12.2023;36
480;10;Swift;24.12.2023;40
481;10;Swift;31.12.2023;23
482;10;Swift;07.01.2024;47
483;10;Swift;14.01.2024;36
484;10;Swift;21.01.2024;37
485;10;Swift;28.01.2024;40
486;10;Swift;04.02.2024;45
487;10;Swift;11.02.2024;45
488;10;Swift;18.02.2024;39
489;10;Swift;25.02.2024;41
490;10;Swift;03.03.2024;39
491;10;Swift;10.03.2024;44
492;10;Swift;17.03.2024;44
493;10;Swift;24.03.2024;43
494;10;Swift;31.03.2024;40
495;10;Swift;07.04.2024;35
496;10;Swift;14.04.2024;41
497;10;Swift;21.04.2024;41
498;10;Swift;28.04.2024;28
499;10;Swift;05.05.2024;33
500;10;Swift;12.05.2024;34
501;10;Swift;19.05.2024;41
502;10;Swift;26.05.2024;47
503;10;Swift;02.06.2024;33
504;10;Swift;09.06.2024;44
505;10;Swift;16.06.2024;57
506;10;Swift;23.06.2024;40
507;10;Swift;30.06.2024;50
508;10;Swift;07.07.2024;45
509;10;Swift;14.07.2024;52
510;10;Swift;21.07.2024;50
511;10;Swift;28.07.2024;43
512;10;Swift;04.08.2024;45
513;10;Swift;11.08.2024;45
514;10;Swift;18.08.2024;42
515;10;Swift;25.08.2024;43
516;10;Swift;01.09.2024;39
517;10;Swift;08.09.2024;35
518;10;Swift;15.09.2024;37
519;10;Swift;22.09.2024;25
520;10;Swift;29.09.2024;33
521;10;Swift;06.10.2024;32
522;10;Swift;13.10.2024;25
523;10;Swift;20.10.2024;28
524;10;Swift;27.10.2024;31
525;10;Swift;03.11.2024;26
526;10;Swift;10.11.2024;29
527;10;Swift;17.11.2024;30
528;10;Swift;24.11.2024;34
529;10;Swift;01.12.2024;30
530;10;Swift;08.12.2024;31
531;11;SQL;10.12.2023;230
532;11;SQL;17.12.2023;240
533;11;SQL;24.12.2023;210
534;11;SQL;31.12.2023;70
535;11;SQL;07.01.2024;200
536;11;SQL;14.01.2024;230
537;11;SQL;21.01.2024;230
538;11;SQL;28.01.2024;250
539;11;SQL;04.02.2024;260
540;11;SQL;11.02.2024;250
541;11;SQL;18.02.2024;210
542;11;SQL;25.02.2024;260
543;11;SQL;03.03.2024;250
544;11;SQL;10.03.2024;240
545;11;SQL;17.03.2024;230
546;11;SQL;24.03.2024;260
547;11;SQL;31.03.2024;240
548;11;SQL;07.04.2024;240
549;11;SQL;14.04.2024;260
550;11;SQL;21.04.2024;280
551;11;SQL;28.04.2024;160
552;11;SQL;05.05.2024;190
553;11;SQL;12.05.2024;260
554;11;SQL;19.05.2024;270
555;11;SQL;26.05.2024;300
556;11;SQL;02.06.2024;270
557;11;SQL;09.06.2024;240
558;11;SQL;16.06.2024;320
559;11;SQL;23.06.2024;220
560;11;SQL;30.06.2024;240
561;11;SQL;07.07.2024;230
562;11;SQL;14.07.2024;230
563;11;SQL;21.07.2024;230
564;11;SQL;28.07.2024;240
565;11;SQL;04.08.2024;220
566;11;SQL;11.08.2024;220
567;11;SQL;18.08.2024;220
568;11;SQL;25.08.2024;250
569;11;SQL;01.09.2024;200
570;11;SQL;08.09.2024;240
571;11;SQL;15.09.2024;240
572;11;SQL;22.09.2024;240
573;11;SQL;29.09.2024;250
574;11;SQL;06.10.2024;230
575;11;SQL;13.10.2024;260
576;11;SQL;20.10.2024;250
577;11;SQL;27.10.2024;270
578;11;SQL;03.11.2024;220
579;11;SQL;10.11.2024;260
580;11;SQL;17.11.2024;250
581;11;SQL;24.11.2024;250
582;11;SQL;01.12.2024;250
583;11;SQL;08.12.2024;270
584;12;Ruby;10.12.2023;12
585;12;Ruby;17.12.2023;12
586;12;Ruby;24.12.2023;19
587;12;Ruby;31.12.2023;15
588;12;Ruby;07.01.2024;18
589;12;Ruby;14.01.2024;14
590;12;Ruby;21.01.2024;14
591;12;Ruby;28.01.2024;19
592;12;Ruby;04.02.2024;16
593;12;Ruby;11.02.2024;17
594;12;Ruby;18.02.2024;19
595;12;Ruby;25.02.2024;15
596;12;Ruby;03.03.2024;15
597;12;Ruby;10.03.2024;15
598;12;Ruby;17.03.2024;15
599;12;Ruby;24.03.2024;15
600;12;Ruby;31.03.2024;16
601;12;Ruby;07.04.2024;19
602;12;Ruby;14.04.2024;18
603;12;Ruby;21.04.2024;18
604;12;Ruby;28.04.2024;15
605;12;Ruby;05.05.2024;15
606;12;Ruby;12.05.2024;16
607;12;Ruby;19.05.2024;16
608;12;Ruby;26.05.2024;20
609;12;Ruby;02.06.2024;19
610;12;Ruby;09.06.2024;21
611;12;Ruby;16.06.2024;19
612;12;Ruby;23.06.2024;18
613;12;Ruby;30.06.2024;21
614;12;Ruby;07.07.2024;21
615;12;Ruby;14.07.2024;20
616;12;Ruby;21.07.2024;21
617;12;Ruby;28.07.2024;20
618;12;Ruby;04.08.2024;16
619;12;Ruby;11.08.2024;19
620;12;Ruby;18.08.2024;21
621;12;Ruby;25.08.2024;20
622;12;Ruby;01.09.2024;17
623;12;Ruby;08.09.2024;17
624;12;Ruby;15.09.2024;13
625;12;Ruby;22.09.2024;17
626;12;Ruby;29.09.2024;16
627;12;Ruby;06.10.2024;16
628;12;Ruby;13.10.2024;11
629;12;Ruby;20.10.2024;16
630;12;Ruby;27.10.2024;18
631;12;Ruby;03.11.2024;15
632;12;Ruby;10.11.2024;17
633;12;Ruby;17.11.2024;13
634;12;Ruby;24.11.2024;16
635;12;Ruby;01.12.2024;15
636;12;Ruby;08.12.2024;15
637;13;Kotlin;10.12.2023;50
638;13;Kotlin;17.12.2023;50
639;13;Kotlin;24.12.2023;50
640;13;Kotlin;31.12.2023;20
641;13;Kotlin;07.01.2024;50
642;13;Kotlin;14.01.2024;50
643;13;Kotlin;21.01.2024;50
644;13;Kotlin;28.01.2024;60
645;13;Kotlin;04.02.2024;60
646;13;Kotlin;11.02.2024;60
647;13;Kotlin;18.02.2024;60
648;13;Kotlin;25.02.2024;60
649;13;Kotlin;03.03.2024;50
650;13;Kotlin;10.03.2024;60
651;13;Kotlin;17.03.2024;60
652;13;Kotlin;24.03.2024;60
653;13;Kotlin;31.03.2024;60
654;13;Kotlin;07.04.2024;60
655;13;Kotlin;14.04.2024;60
656;13;Kotlin;21.04.2024;60
657;13;Kotlin;28.04.2024;40
658;13;Kotlin;05.05.2024;50
659;13;Kotlin;12.05.2024;50
660;13;Kotlin;19.05.2024;60
661;13;Kotlin;26.05.2024;60
662;13;Kotlin;02.06.2024;50
663;13;Kotlin;09.06.2024;50
664;13;Kotlin;16.06.2024;60
665;13;Kotlin;23.06.2024;50
666;13;Kotlin;30.06.2024;60
667;13;Kotlin;07.07.2024;60
668;13;Kotlin;14.07.2024;60
669;13;Kotlin;21.07.2024;60
670;13;Kotlin;28.07.2024;50
671;13;Kotlin;04.08.2024;50
672;13;Kotlin;11.08.2024;50
673;13;Kotlin;18.08.2024;50
674;13;Kotlin;25.08.2024;50
675;13;Kotlin;01.09.2024;60
676;13;Kotlin;08.09.2024;60
677;13;Kotlin;15.09.2024;60
678;13;Kotlin;22.09.2024;50
679;13;Kotlin;29.09.2024;60
680;13;Kotlin;06.10.2024;60
681;13;Kotlin;13.10.2024;50
682;13;Kotlin;20.10.2024;60
683;13;Kotlin;27.10.2024;60
684;13;Kotlin;03.11.2024;50
685;13;Kotlin;10.11.2024;60
686;13;Kotlin;17.11.2024;60
687;13;Kotlin;24.11.2024;60
688;13;Kotlin;01.12.2024;60
689;13;Kotlin;08.12.2024;60
690;14;Dart;10.12.2023;11
691;14;Dart;17.12.2023;13
692;14;Dart;24.12.2023;10
693;14;Dart;31.12.2023;11
694;14;Dart;07.01.2024;16
695;14;Dart;14.01.2024;12
696;14;Dart;21.01.2024;10
697;14;Dart;28.01.2024;13
698;14;Dart;04.02.2024;13
699;14;Dart;11.02.2024;15
700;14;Dart;18.02.2024;11
701;14;Dart;25.02.2024;12
702;14;Dart;03.03.2024;12
703;14;Dart;10.03.2024;10
704;14;Dart;17.03.2024;11
705;14;Dart;24.03.2024;10
706;14;Dart;31.03.2024;12
707;14;Dart;07.04.2024;12
708;14;Dart;14.04.2024;12
709;14;Dart;21.04.2024;10
710;14;Dart;28.04.2024;12
711;14;Dart;05.05.2024;12
712;14;Dart;12.05.2024;12
713;14;Dart;19.05.2024;10
714;14;Dart;26.05.2024;13
715;14;Dart;02.06.2024;11
716;14;Dart;09.06.2024;13
717;14;Dart;16.06.2024;14
718;14;Dart;23.06.2024;12
719;14;Dart;30.06.2024;15
720;14;Dart;07.07.2024;14
721;14;Dart;14.07.2024;15
722;14;Dart;21.07.2024;14
723;14;Dart;28.07.2024;14
724;14;Dart;04.08.2024;18
725;14;Dart;11.08.2024;16
726;14;Dart;18.08.2024;16
727;14;Dart;25.08.2024;12
728;14;Dart;01.09.2024;13
729;14;Dart;08.09.2024;10
730;14;Dart;15.09.2024;10
731;14;Dart;22.09.2024;12
732;14;Dart;29.09.2024;13
733;14;Dart;06.10.2024;13
734;14;Dart;13.10.2024;10
735;14;Dart;20.10.2024;13
736;14;Dart;27.10.2024;13
737;14;Dart;03.11.2024;13
738;14;Dart;10.11.2024;14
739;14;Dart;17.11.2024;8
740;14;Dart;24.11.2024;12
741;14;Dart;01.12.2024;12
742;14;Dart;08.12.2024;11
743;15;Rust;10.12.2023;40
744;15;Rust;17.12.2023;40
745;15;Rust;24.12.2023;40
746;15;Rust;31.12.2023;50
747;15;Rust;07.01.2024;40
748;15;Rust;14.01.2024;40
749;15;Rust;21.01.2024;40
750;15;Rust;28.01.2024;50
751;15;Rust;04.02.2024;50
752;15;Rust;11.02.2024;40
753;15;Rust;18.02.2024;50
754;15;Rust;25.02.2024;50
755;15;Rust;03.03.2024;50
756;15;Rust;10.03.2024;40
757;15;Rust;17.03.2024;40
758;15;Rust;24.03.2024;50
759;15;Rust;31.03.2024;50
760;15;Rust;07.04.2024;50
761;15;Rust;14.04.2024;50
762;15;Rust;21.04.2024;40
763;15;Rust;28.04.2024;50
764;15;Rust;05.05.2024;50
765;15;Rust;12.05.2024;40
766;15;Rust;19.05.2024;50
767;15;Rust;26.05.2024;50
768;15;Rust;02.06.2024;40
769;15;Rust;09.06.2024;50
770;15;Rust;16.06.2024;50
771;15;Rust;23.06.2024;50
772;15;Rust;30.06.2024;50
773;15;Rust;07.07.2024;40
774;15;Rust;14.07.2024;40
775;15;Rust;21.07.2024;40
776;15;Rust;28.07.2024;50
777;15;Rust;04.08.2024;40
778;15;Rust;11.08.2024;40
779;15;Rust;18.08.2024;40
780;15;Rust;25.08.2024;40
781;15;Rust;01.09.2024;40
782;15;Rust;08.09.2024;40
783;15;Rust;15.09.2024;40
784;15;Rust;22.09.2024;40
785;15;Rust;29.09.2024;40
786;15;Rust;06.10.2024;40
787;15;Rust;13.10.2024;40
788;15;Rust;20.10.2024;40
789;15;Rust;27.10.2024;40
790;15;Rust;03.11.2024;40
791;15;Rust;10.11.2024;50
792;15;Rust;17.11.2024;40
793;15;Rust;24.11.2024;40
794;15;Rust;01.12.2024;50
795;15;Rust;08.12.2024;50
